Goals,Deaths,Reward,Step 
363,375,1.113636,111030
363,376,-1,111185
364,376,1.073529,111325
365,376,1.116279,111415
365,377,-1,111580
365,378,-1,111745
366,378,1.107527,111840
367,378,1.10101,111940
368,378,1.064516,112095
369,378,1.09009,112210
370,378,1.057471,112385
370,379,-1,112540
370,380,-1,112675
371,380,1.063694,112835
372,380,1.077519,112965
372,381,-1,113180
372,382,-1,113360
372,383,-1,113545
372,384,-1,113675
372,385,-1,113815
373,385,1.10101,113915
373,386,-1,114055
373,387,-1,114230
374,387,1.039683,114485
374,388,-1,114635
374,389,-1,114745
375,389,1.082645,114870
376,389,1.103093,114970
376,390,-1,115130
376,391,-1,115280
377,391,1.1,115380
378,391,1.064103,115540
379,391,1.072464,115680
379,392,-1,115800
380,392,1.104167,115900
381,392,1.086957,116015
382,392,1.055249,116200
383,392,1.086957,116315
383,393,-1,116485
383,394,-1,116650
384,394,1.077519,116780
385,394,1.048309,116990
386,394,1.072993,117130
387,394,1.068493,117280
387,395,-1,117400
388,395,1.061728,117565
389,395,1.048077,117775
389,396,-1,117960
390,396,1.092593,118070
390,397,-1,118205
391,397,1.147059,118275
392,397,1.070423,118420
392,398,-1,118535
393,398,1.087719,118650
393,399,-1,118875
394,399,1.06993,119020
395,399,1.076923,119150
396,399,1.08,119275
397,399,1.126582,119355
397,400,-1,119490
398,400,1.081301,119615
399,400,1.042017,119855
399,401,-1,119980
399,402,-1,120120
399,403,-1,120275
399,404,-1,120405
400,404,1.042194,120645
401,404,1.075758,120780
402,404,1.076923,120910
403,404,1.054054,121095
404,404,1.074627,121230
404,405,-1,121445
404,406,-1,121615
405,406,1.105263,121710
406,406,1.05848,121885
407,406,1.113636,121975
407,407,-1,122105
407,408,-1,122275
408,408,1.09901,122380
409,408,1.050505,122580
409,409,-1,122705
409,410,-1,122900
410,410,1.107527,122995
410,411,-1,123170
410,412,-1,123300
411,412,1.07874,123430
412,412,1.06993,123575
413,412,1.053192,123765
414,412,1.074074,123900
414,413,-1,124085
415,413,1.10101,124185
416,413,1.10989,124280
417,413,1.096154,124385
417,414,-1,124525
418,414,1.097087,124630
418,415,-1,124885
419,415,1.125,124965
420,415,1.078125,125095
420,416,-1,125220
421,416,1.05814,125395
421,417,-1,125605
