Goals,Deaths,Reward,Step 
419,238,-0.98025,52593
419,239,-1.000272,52663
420,239,1.097767,52768
421,239,1.091471,52878
422,239,1.110839,52968
422,240,-1.000272,53078
423,240,1.131307,53158
423,241,-0.98025,53233
423,242,-1.000272,53298
423,243,-1.000272,53358
424,243,1.171265,53428
424,244,-0.98025,53498
425,244,1.138798,53583
425,245,-1.000272,53663
425,246,-1.000272,53733
425,247,-0.98025,53798
426,247,1.11467,53888
426,248,-1.000272,53953
426,249,-1.000272,54038
427,249,1.153574,54103
427,250,-0.98025,54228
427,251,-1.000272,54388
428,251,1.133061,54463
429,251,1.081028,54588
429,252,-1.000272,54703
430,252,1.048747,54908
430,253,-1.000272,54993
431,253,1.171265,55063
432,253,1.133061,55138
432,254,-0.98025,55213
433,254,1.117375,55298
434,254,1.065953,55453
435,254,1.103894,55553
436,254,1.113364,55643
437,254,1.08968,55788
438,254,1.131307,55868
439,254,1.104991,55963
439,255,-0.98025,56043
439,256,-0.98025,56098
440,256,1.069658,56243
441,256,1.133386,56333
442,256,1.147955,56413
443,256,1.096815,56518
444,256,1.065953,56673
445,256,1.095881,56778
446,256,1.103894,56878
446,257,-1.000272,56933
447,257,1.088223,57048
447,258,-1.000272,57108
448,258,1.192164,57168
449,258,1.142585,57238
450,258,1.162607,57308
450,259,-1.000272,57398
451,259,1.106111,57493
452,259,1.121679,57578
453,259,1.104496,57698
454,259,1.12021,57783
455,259,1.116007,57873
456,259,1.109618,57968
457,259,1.085935,58088
458,259,1.125013,58183
458,260,-0.98025,58258
458,261,-1.000272,58308
459,261,1.12076,58408
460,261,1.079728,58533
461,261,1.134863,58608
461,262,-1.000272,58653
462,262,1.146332,58733
463,262,1.098737,58838
464,262,1.103894,58938
465,262,1.127933,59018
466,262,1.127933,59098
466,263,-0.98025,59198
467,263,1.087447,59313
468,263,1.134863,59388
468,264,-1.000272,59508
469,264,1.161018,59573
470,264,1.121679,59658
471,264,1.14962,59738
472,264,1.143207,59823
473,264,1.148981,59893
474,264,1.166809,59963
475,264,1.176,60028
475,265,-1.000272,60073
476,265,1.07015,60218
477,265,1.184913,60273
478,265,1.12021,60358
479,265,1.171265,60428
480,265,1.123184,60513
481,265,1.117375,60598
482,265,1.105957,60718
483,265,1.082372,60843
484,265,1.100395,60968
484,266,-1.000272,61038
485,266,1.12021,61123
486,266,1.125013,61218
486,267,-1.000272,61288
487,267,1.080356,61453
488,267,1.083061,61573
489,267,1.09232,61683
490,267,1.076651,61813
491,267,1.093186,61923
491,268,-1.000272,61978
492,268,1.107469,62093
493,268,1.082372,62218
494,268,1.104991,62313
494,269,-0.98025,62373
494,270,-0.98025,62423
495,270,1.08968,62568
496,270,1.195189,62628
497,270,1.106111,62723
497,271,-1.000272,62783
497,272,-0.98025,62913
498,272,1.103894,63013
498,273,-1.000272,63088
499,273,1.077247,63218
500,273,1.155978,63283
500,274,-1.000272,63363
500,275,-1.000272,63433
500,276,-1.000272,63568
501,276,1.117375,63653
502,276,1.171265,63723
503,276,1.089013,63838
504,276,1.124728,63918
504,277,-0.98025,63998
504,278,-1.000272,64123
505,278,1.081695,64248
506,278,1.09232,64358
506,279,-1.000272,64418
506,280,-0.98025,64483
507,280,1.059969,64653
508,280,1.140573,64728
509,280,1.101768,64828
510,280,1.134693,64918
511,280,1.09232,65028
512,280,1.103894,65128
512,281,-0.98025,65248
513,281,1.127277,65343
513,282,-1.000272,65428
513,283,-0.98025,65478
514,283,1.153083,65553
515,283,1.166394,65613
516,283,1.116007,65703
517,283,1.104991,65798
518,283,1.057867,65973
519,283,1.11975,66073
520,283,1.103894,66173
521,283,1.14962,66253
521,284,-1.000272,66318
522,284,1.126133,66413
522,285,-1.000272,66473
523,285,1.114988,66578
524,285,1.148981,66648
525,285,1.07823,66823
526,285,1.085935,66943
526,286,-0.98025,67068
526,287,-1.000272,67173
526,288,-1.000272,67263
526,289,-1.000272,67338
526,290,-1.000272,67408
527,290,1.082372,67533
527,291,-0.98025,67663
527,292,-1.000272,67718
528,292,1.133061,67793
529,292,1.173596,67858
530,292,1.156736,67933
531,292,1.133386,68023
531,293,-0.98025,68103
532,293,1.094966,68208
533,293,1.079093,68338
534,293,1.11876,68443
535,293,1.125013,68538
535,294,-1.000272,68658
536,294,1.112343,68768
536,295,-0.98025,68828
537,295,1.118775,68913
537,296,-1.000272,68978
537,297,-1.000272,69048
538,297,1.080373,69173
538,298,-0.98025,69233
538,299,-1.000272,69293
538,300,-1.000272,69368
538,301,-0.98025,69453
539,301,1.108246,69568
540,301,1.162607,69638
540,302,-1.000272,69728
541,302,1.089013,69843
541,303,-1.000272,69913
542,303,1.103083,70033
542,304,-0.98025,70103
543,304,1.123917,70203
544,304,1.085198,70323
545,304,1.097767,70428
546,304,1.184913,70483
547,304,1.11467,70573
548,304,1.101051,70698
549,304,1.106111,70793
549,305,-0.98025,70898
550,305,1.095881,71003
551,305,1.14962,71083
552,305,1.098737,71188
552,306,-0.98025,71223
552,307,-0.98025,71408
552,308,-0.98025,71483
553,308,1.082372,71608
554,308,1.087447,71723
554,309,-0.98025,71788
555,309,1.09232,71898
556,309,1.094067,72008
557,309,1.113364,72098
558,309,1.10984,72213
558,310,-1.000272,72303
559,310,1.064244,72458
560,310,1.118775,72543
561,310,1.136714,72618
561,311,-0.98025,72693
561,312,-0.98025,72768
561,313,-1.000272,72848
562,313,1.098737,72953
563,313,1.171265,73023
564,313,1.153574,73088
564,314,-1.000272,73123
564,315,-1.000272,73198
